TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,Heading,Velocity,CITY_NAME
1641046897.4173324,00000000-0000-0000-0000-000000000000,AV,-91.9189453125,281.49853515625,-59.494964599609375,0.04927110754920764,JEJU_AIRPORT
1641046897.5164533,00000000-0000-0000-0000-000000000000,AV,-91.9189453125,281.49853515625,-59.494964599609375,0.04927110754920764,JEJU_AIRPORT
1641046897.6154938,00000000-0000-0000-0000-000000000000,AV,-91.91984558105469,281.5001220703125,-59.494964599609375,0.0431652288737893,JEJU_AIRPORT
1641046897.7145374,00000000-0000-0000-0000-000000000000,AV,-91.91791534423828,281.49676513671875,-59.502410888671875,0.05170022322888092,JEJU_AIRPORT
1641046897.8139482,00000000-0000-0000-0000-000000000000,AV,-91.91507720947266,281.49169921875,-59.59033203125,0.08409501316535554,JEJU_AIRPORT
1641046897.9131007,00000000-0000-0000-0000-000000000000,AV,-91.91061401367188,281.48333740234375,-59.745452880859375,0.13913238782926574,JEJU_AIRPORT
1641046898.012635,00000000-0000-0000-0000-000000000000,AV,-91.90347290039062,281.46978759765625,-59.9853515625,0.21564663769080383,JEJU_AIRPORT
1641046898.1118507,00000000-0000-0000-0000-000000000000,AV,-91.89249420166016,281.4490966796875,-60.3355712890625,0.31723296984848925,JEJU_AIRPORT
1641046898.2109816,00000000-0000-0000-0000-000000000000,AV,-91.87540435791016,281.41802978515625,-60.56494140625,0.4025210448719383,JEJU_AIRPORT
1641046898.3102374,00000000-0000-0000-0000-000000000000,AV,-91.85478210449219,281.3825378417969,-60.12835693359375,0.4948059018986401,JEJU_AIRPORT
1641046898.4097543,00000000-0000-0000-0000-000000000000,AV,-91.82713317871094,281.3380126953125,-59.757232666015625,0.5980882098243061,JEJU_AIRPORT
1641046898.5088394,00000000-0000-0000-0000-000000000000,AV,-91.79434967041016,281.282470703125,-60.1275634765625,0.7432747700741799,JEJU_AIRPORT
1641046898.6083958,00000000-0000-0000-0000-000000000000,AV,-91.75593566894531,281.21258544921875,-60.1767578125,0.8469919747446389,JEJU_AIRPORT
1641046898.7075655,00000000-0000-0000-0000-000000000000,AV,-91.71182250976562,281.13690185546875,-59.474517822265625,0.9919296707651547,JEJU_AIRPORT
1641046898.8067486,00000000-0000-0000-0000-000000000000,AV,-91.70149230957031,281.1199645996094,-59.395416259765625,1.0153623976254893,JEJU_AIRPORT
1641046898.90605,00000000-0000-0000-0000-000000000001,OTHERS,-146.02000427246094,175.7480010986328,28.86700439453125,12.43663575914171,JEJU_AIRPORT
1641046898.90605,00000000-0000-0000-0000-000000000000,AV,-91.69087982177734,281.102783203125,-59.367156982421875,1.0369591682038861,JEJU_AIRPORT
1641046899.0053475,00000000-0000-0000-0000-000000000001,OTHERS,-144.54356384277344,176.56195068359375,28.86700439453125,12.49875598484159,JEJU_AIRPORT
1641046899.0053475,00000000-0000-0000-0000-000000000000,AV,-91.60293579101562,280.95404052734375,-60.025360107421875,1.2456941520034241,JEJU_AIRPORT
1641046899.1048877,00000000-0000-0000-0000-000000000001,OTHERS,-143.43173217773438,177.1748809814453,28.866973876953125,12.729267544218443,JEJU_AIRPORT
1641046899.1048877,00000000-0000-0000-0000-000000000000,AV,-91.53866577148438,280.839111328125,-59.863433837890625,1.3752511062657093,JEJU_AIRPORT
1641046899.2041185,00000000-0000-0000-0000-000000000001,OTHERS,-142.30691528320312,177.7949676513672,28.866958618164062,12.922149234349437,JEJU_AIRPORT
1641046899.2041185,00000000-0000-0000-0000-000000000000,AV,-91.46385192871094,280.7126159667969,-59.604217529296875,1.54394813861884,JEJU_AIRPORT
1641046899.303465,00000000-0000-0000-0000-000000000001,OTHERS,-141.16729736328125,178.4232177734375,28.866958618164062,13.148681852556894,JEJU_AIRPORT
1641046899.303465,00000000-0000-0000-0000-000000000000,AV,-91.38072967529297,280.57232666015625,-59.365203857421875,1.7099289302467438,JEJU_AIRPORT
1641046899.4027197,00000000-0000-0000-0000-000000000001,OTHERS,-140.00668334960938,179.06304931640625,28.866958618164062,13.36881743537563,JEJU_AIRPORT
1641046899.4027197,00000000-0000-0000-0000-000000000000,AV,-91.2890396118164,280.4176025390625,-59.13751220703125,1.874639207659325,JEJU_AIRPORT
1641046899.5022569,00000000-0000-0000-0000-000000000001,OTHERS,-138.82838439941406,179.71261596679688,28.866943359375,13.597598605689893,JEJU_AIRPORT
1641046899.5022569,00000000-0000-0000-0000-000000000000,AV,-91.18846893310547,280.24945068359375,-58.923065185546875,2.0383009934593157,JEJU_AIRPORT
1641046899.6017895,00000000-0000-0000-0000-000000000001,OTHERS,-137.61917114257812,180.37924194335938,28.866958618164062,13.825050989787037,JEJU_AIRPORT
1641046899.6017895,00000000-0000-0000-0000-000000000000,AV,-91.0777816772461,280.06610107421875,-58.7205810546875,2.2011395053405987,JEJU_AIRPORT
1641046899.701171,00000000-0000-0000-0000-000000000001,OTHERS,-136.4056396484375,181.0482177734375,28.866928100585938,14.05332565308577,JEJU_AIRPORT
1641046899.701171,00000000-0000-0000-0000-000000000000,AV,-90.95948791503906,279.8717041015625,-58.535400390625,2.3633272372488423,JEJU_AIRPORT
1641046899.8004992,00000000-0000-0000-0000-000000000001,OTHERS,-135.15267944335938,181.7389678955078,28.866958618164062,14.279537200932932,JEJU_AIRPORT
1641046899.8004992,00000000-0000-0000-0000-000000000000,AV,-90.83015441894531,279.66070556640625,-58.3631591796875,2.524984626564414,JEJU_AIRPORT
