TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,Heading,Velocity,CITY_NAME
1641048723.4777255,00000000-0000-0000-0000-000000000000,AV,-90.69561004638672,280.33184814453125,-58.59893798828125,0.10691823632033788,JEJU_AIRPORT
1641048723.576859,00000000-0000-0000-0000-000000000000,AV,-90.69029235839844,280.32318115234375,-58.6859130859375,0.1321887017612926,JEJU_AIRPORT
1641048723.6763134,00000000-0000-0000-0000-000000000000,AV,-90.6827392578125,280.31024169921875,-58.820343017578125,0.18180915924794225,JEJU_AIRPORT
1641048723.7755291,00000000-0000-0000-0000-000000000000,AV,-90.6720199584961,280.2921142578125,-58.9642333984375,0.2550483203564598,JEJU_AIRPORT
1641048723.875083,00000000-0000-0000-0000-000000000000,AV,-90.65674591064453,280.2666015625,-59.10125732421875,0.351824828445098,JEJU_AIRPORT
1641048723.9746401,00000000-0000-0000-0000-000000000000,AV,-90.63591766357422,280.23175048828125,-59.22320556640625,0.4696056603700905,JEJU_AIRPORT
1641048724.0741217,00000000-0000-0000-0000-000000000000,AV,-90.60868835449219,280.18597412109375,-59.32672119140625,0.6041423412048647,JEJU_AIRPORT
1641048724.1736987,00000000-0000-0000-0000-000000000000,AV,-90.5743179321289,280.1280212402344,-59.411163330078125,0.7507184322411566,JEJU_AIRPORT
1641048724.272789,00000000-0000-0000-0000-000000000000,AV,-90.5743179321289,280.1280212402344,-59.411163330078125,0.7507184322411566,JEJU_AIRPORT
1641048724.3721845,00000000-0000-0000-0000-000000000001,OTHERS,-93.76649475097656,274.6103820800781,-57.89599609375,4.918811586488687,JEJU_AIRPORT
1641048724.3721845,00000000-0000-0000-0000-000000000000,AV,-90.52635955810547,280.046875,-59.4876708984375,0.9367218538919808,JEJU_AIRPORT
1641048724.4713922,00000000-0000-0000-0000-000000000001,OTHERS,-93.43791198730469,274.086669921875,-57.8958740234375,5.012379752292866,JEJU_AIRPORT
1641048724.4713922,00000000-0000-0000-0000-000000000000,AV,-90.46154022216797,279.93682861328125,-59.547027587890625,1.128936701566253,JEJU_AIRPORT
1641048724.5706756,00000000-0000-0000-0000-000000000001,OTHERS,-93.22250366210938,273.7433776855469,-57.895782470703125,5.101826455871946,JEJU_AIRPORT
1641048724.5706756,00000000-0000-0000-0000-000000000000,AV,-90.41326141357422,279.854736328125,-59.565338134765625,1.2588525443662146,JEJU_AIRPORT
1641048724.6701264,00000000-0000-0000-0000-000000000001,OTHERS,-92.90573120117188,273.23846435546875,-57.895782470703125,5.220325258045504,JEJU_AIRPORT
