TIMESTAMP,TRACK_ID,OBJECT_TYPE,X,Y,Heading,Velocity,CITY_NAME
1649559813.4121437,00000000-0000-0000-0000-000000000045,OTHERS,-76.55840301513672,247.7067413330078,-50.835113525390625,5.345802895073418,JEJU_AIRPORT
1649559813.4121437,00000000-0000-0000-0000-000000000035,OTHERS,-58.854408264160156,239.00286865234375,-2.3271484375,5.38388007921025,JEJU_AIRPORT
1649559813.4121437,00000000-0000-0000-0000-000000000031,OTHERS,-56.33101272583008,229.4627685546875,29.845794677734375,5.910862844836106,JEJU_AIRPORT
1649559813.4121437,00000000-0000-0000-0000-000000000039,OTHERS,-77.07331085205078,217.95498657226562,29.107040405273438,6.785341638970606,JEJU_AIRPORT
1649559813.4121437,00000000-0000-0000-0000-000000000027,OTHERS,-49.948875427246094,229.20359802246094,29.821945190429688,7.490616734256225,JEJU_AIRPORT
1649559813.4121437,00000000-0000-0000-0000-000000000029,OTHERS,-37.0854377746582,244.551513671875,29.692001342773438,6.481061427606404,JEJU_AIRPORT
1649559813.4121437,00000000-0000-0000-0000-000000000021,OTHERS,-38.25624465942383,240.06541442871094,30.097335815429688,5.9886529710741465,JEJU_AIRPORT
1649559813.4121437,00000000-0000-0000-0000-000000000037,OTHERS,-76.55724334716797,214.14599609375,29.382232666015625,7.01468193764031,JEJU_AIRPORT
1649559813.4121437,00000000-0000-0000-0000-000000000025,OTHERS,-49.66181945800781,225.31260681152344,29.98480224609375,6.641012301025433,JEJU_AIRPORT
1649559813.4121437,00000000-0000-0000-0000-000000000033,OTHERS,-70.83758544921875,213.43338012695312,29.059158325195312,6.666027931187112,JEJU_AIRPORT
1649559813.4121437,00000000-0000-0000-0000-000000000043,OTHERS,-97.22334289550781,206.59487915039062,28.8812255859375,5.901873372701277,JEJU_AIRPORT
1649559813.4121437,00000000-0000-0000-0000-000000000023,OTHERS,-21.87837028503418,245.407470703125,30.06817626953125,8.03938548083301,JEJU_AIRPORT
1649559813.4121437,00000000-0000-0000-0000-000000000041,OTHERS,-96.06206512451172,203.2840576171875,28.779449462890625,5.758383348734868,JEJU_AIRPORT
1649559813.4121437,00000000-0000-0000-0000-000000000013,OTHERS,-15.258901596069336,253.2786865234375,30.26812744140625,6.046587242971921,JEJU_AIRPORT
1649559813.4121437,00000000-0000-0000-0000-000000000017,OTHERS,-16.79535675048828,244.381591796875,30.084823608398438,6.710603849372844,JEJU_AIRPORT
1649559813.4121437,00000000-0000-0000-0000-000000000047,OTHERS,-98.1128158569336,198.40122985839844,28.988723754882812,6.308367028685128,JEJU_AIRPORT
1649559813.4121437,00000000-0000-0000-0000-000000000019,OTHERS,-8.480550765991211,261.41534423828125,31.437484741210938,7.438004878522522,JEJU_AIRPORT
1649559813.4121437,00000000-0000-0000-0000-000000000000,AV,-85.50762939453125,271.4930419921875,-59.25653076171875,0.0033674034174607107,JEJU_AIRPORT
1649559813.5128717,00000000-0000-0000-0000-000000000045,OTHERS,-76.22357177734375,247.2887420654297,-49.711669921875,5.343173112761012,JEJU_AIRPORT
1649559813.5128717,00000000-0000-0000-0000-000000000035,OTHERS,-58.316917419433594,238.9840087890625,-1.474395751953125,5.3583040242432505,JEJU_AIRPORT
1649559813.5128717,00000000-0000-0000-0000-000000000031,OTHERS,-55.81958770751953,229.7631378173828,29.83050537109375,5.897018545227182,JEJU_AIRPORT
1649559813.5128717,00000000-0000-0000-0000-000000000039,OTHERS,-76.47758483886719,218.28741455078125,29.099822998046875,6.7935526050959,JEJU_AIRPORT
1649559813.5128717,00000000-0000-0000-0000-000000000027,OTHERS,-49.29792785644531,229.57742309570312,29.822265625,7.5027551206340295,JEJU_AIRPORT
1649559813.5128717,00000000-0000-0000-0000-000000000029,OTHERS,-36.51823425292969,244.87371826171875,30.04461669921875,6.5036054139191215,JEJU_AIRPORT
1649559813.5128717,00000000-0000-0000-0000-000000000021,OTHERS,-37.734466552734375,240.36785888671875,30.097335815429688,6.0075314842017296,JEJU_AIRPORT
1649559813.5128717,00000000-0000-0000-0000-000000000037,OTHERS,-75.94206237792969,214.49295043945312,29.3834228515625,7.040134444854125,JEJU_AIRPORT
1649559813.5128717,00000000-0000-0000-0000-000000000025,OTHERS,-49.083251953125,225.64645385742188,30.0028076171875,6.65341524277563,JEJU_AIRPORT
1649559813.5128717,00000000-0000-0000-0000-000000000033,OTHERS,-70.25175476074219,213.75929260253906,29.056060791015625,6.6766796520131955,JEJU_AIRPORT
1649559813.5128717,00000000-0000-0000-0000-000000000043,OTHERS,-96.70524597167969,206.88055419921875,28.8895263671875,5.907960187092615,JEJU_AIRPORT
1649559813.5128717,00000000-0000-0000-0000-000000000041,OTHERS,-95.55438232421875,203.5634002685547,28.77142333984375,5.774584804389691,JEJU_AIRPORT
1649559813.5128717,00000000-0000-0000-0000-000000000023,OTHERS,-21.179141998291016,245.81228637695312,30.067108154296875,8.040526181667172,JEJU_AIRPORT
1649559813.5128717,00000000-0000-0000-0000-000000000013,OTHERS,-14.73406982421875,253.5850372314453,30.30572509765625,6.048505632308181,JEJU_AIRPORT
1649559813.5128717,00000000-0000-0000-0000-000000000047,OTHERS,-97.55634307861328,198.71142578125,28.938232421875,6.377485730323576,JEJU_AIRPORT
1649559813.5128717,00000000-0000-0000-0000-000000000017,OTHERS,-16.21173095703125,244.7197265625,30.092727661132812,6.713798671063504,JEJU_AIRPORT
1649559813.5128717,00000000-0000-0000-0000-000000000019,OTHERS,-7.841078281402588,261.80267333984375,31.537872314453125,7.444925891064132,JEJU_AIRPORT
